Fri Nov 29 23:17:59 2024    profile_output

         10015535 function calls (9984484 primitive calls) in 17.521 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\zmq\utils\garbage.py:148(_push_socket)
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:74(get_geometry)
        4    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:366(get_edgecolor)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\linecache.py:21(getline)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\lib\pretty.py:233(text)
        4    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\traitlets\traitlets.py:2558(_validate_bounds)
       22    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:258(_set_locator)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:1578(_draw)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\backend_agg.py:420(buffer_rgba)
       18    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_arraysetops_impl.py:609(_intersect1d_dispatcher)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:97(add)
       20    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:708(isDefault_minloc)
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:3057(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\traitlets\traitlets.py:2304(validate)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_twodim_base_impl.py:105(flipud)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:1360(_get_ticklocation_from_orientation)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:288(get_size)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:2120(add)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1410(contains_branch_seperately)
        2    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\__init__.py:1291(is_interactive)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\warnings.py:425(__init__)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\_api\__init__.py:53(__get__)
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:1859(_check_mask_axis)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:122(set_height_ratios)
       19    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:700(isDefault_majfmt)
       15    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:428(is_transform_set)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\warnings.py:509(__exit__)
        6    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\lib\pretty.py:491(__init__)
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:307(blocked)
        3    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:786(get_facecolor)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\_pylab_helpers.py:33(get_fig_manager)
        5    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:816(rotation_point)
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\backend_agg.py:276(option_image_nocomposite)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\core\displaypub.py:45(_validate_data)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\threading.py:312(_release_save)
        7    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\dateutil\tz\tz.py:74(utcoffset)
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numeric.py:59(_zeros_like_dispatcher)
       12    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:1744(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\traitlets\config\configurable.py:597(initialized)
        4    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\lib\pretty.py:521(remove)
       15    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:579(_update_clip_properties)
        8    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:2124(discard)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:474(set_useOffset)
       18    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\scale.py:78(limit_range_for_scale)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\contextlib.py:475(_create_exit_wrapper)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\_weakrefset.py:39(_remove)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\contextlib.py:485(__init__)
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_arraysetops_impl.py:1013(_isin_dispatcher)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:2108(__init__)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:1294(_short_axis)
       15    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:1370(get_mouseover)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:91(bubble)
        4    0.000    0.000    0.000    0.000 {built-in method sys.exception}
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py:550(_check_closed)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\core\formatters.py:947(_check_return)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\_tight_bbox.py:37(<lambda>)
       12    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:1606(get_aspect)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:807(set_resample)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:100(set_width_ratios)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\zmq\sugar\socket.py:175(__del__)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\asyncio\events.py:73(cancel)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:1737(<genexpr>)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:386(isfunction)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:860(_set_extremes)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\__init__.py:335(wrapper)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:103(__eq__)
       12    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\spines.py:225(_clear)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:1086(get_label)
        5    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:1764(isEnabledFor)
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_type_check_impl.py:171(_is_type_dispatcher)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:216(get_transforms)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:2693(_repr_html_)
        4    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        4    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\backend_agg.py:263(buffer_rgba)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\bezier.py:232(control_points)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:633(set_snap)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:824(set_filternorm)
       12    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:521(__init__)
       14    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py:2045(get_debug)
       12    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2900(_cumsum_dispatcher)
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_type_check_impl.py:127(_imag_dispatcher)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\path.py:344(__len__)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:315(_get_scalar_alpha)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:2686(get_layout_engine)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:4062(set_navigate)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:841(set_filterrad)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:2912(set_canvas)
        8    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\enum.py:1322(value)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\traitlets\traitlets.py:3486(validate_elements)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\jsonutil.py:77(json_clean)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:3567(_ndim_dispatcher)
       14    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:716(isDefault_minfmt)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\PngImagePlugin.py:286(add)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:326(get_offset)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:1801(get_anchor)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\functools.py:66(wraps)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\warnings.py:462(__init__)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\Image.py:549(__init__)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1767(<lambda>)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\function_base.py:20(_linspace_dispatcher)
